name;kind;verdict;trace_length;hibou_time_tries;hibou_tries_quickest;hibou_time_median
t8703s17_swap_comp;SCMP;TIMEOUT;None;[];[];None
t8703s18_swap_comp;SCMP;TIMEOUT;None;[];[];None
t8703s19_swap_comp;SCMP;TIMEOUT;None;[];[];None
t8703s1_swap_comp;SCMP;WeakPass;36;[0.0047364, 0.012517, 0.0076116, 0.0046002, 0.0167183];['NO_LOC', 'WT_LOC', 'NO_LOC', 'NO_LOC', 'SAME'];0.0076116
t8703s20_swap_comp;SCMP;WeakPass;53;[0.0186008, 0.0036138, 0.0028449, 0.012598, 0.0531632];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.012598
t8703s21_swap_comp;SCMP;WeakPass;29;[0.0156255, 0.0091468, 0.00926, 0.0028802, 0.0026637];['SAME', 'SAME', 'SAME', 'NO_LOC', 'NO_LOC'];0.0091468
t8703s22_swap_comp;SCMP;TIMEOUT;None;[];[];None
t8703s23_swap_comp;SCMP;WeakPass;42;[0.1361048, 0.0421755, 0.1179658, 0.0291669, 0.0131154];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0421755
t8703s24_swap_comp;SCMP;TIMEOUT;None;[];[];None
t8703s25_swap_comp;SCMP;WeakPass;46;[4.1133523, 0.6332479, 5.0557385, 0.0538356, 0.6596828];['NO_LOC', 'WT_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.6596828
t8703s26_swap_comp;SCMP;WeakPass;51;[0.0248969, 0.0036556, 0.0192215, 0.0230395, 0.0073953];['NO_LOC', 'NO_LOC', 'SAME', 'WT_LOC', 'NO_LOC'];0.0192215
t8703s27_swap_comp;SCMP;TIMEOUT;None;[];[];None
t8703s28_swap_comp;SCMP;WeakPass;76;[0.0403236, 0.0376134, 0.0332137, 0.0301337, 0.0370935];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0370935
t8703s29_swap_comp;SCMP;WeakPass;44;[0.0177203, 0.0319756, 0.020989, 0.0226769, 0.0627368];['WT_LOC', 'WT_LOC', 'NO_LOC', 'WT_LOC', 'WT_LOC'];0.0226769
t8703s2_swap_comp;SCMP;WeakPass;43;[0.257198, 0.1999028, 0.2628475, 0.0929021, 0.1114478];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.1999028
t8703s30_swap_comp;SCMP;TIMEOUT;None;[];[];None
t8703s3_swap_comp;SCMP;WeakPass;55;[0.0227535, 0.0020585, 0.0281822, 0.0156061, 0.0058429];['WT_LOC', 'NO_LOC', 'SAME', 'SAME', 'NO_LOC'];0.0156061
t8703s4_swap_comp;SCMP;WeakPass;38;[0.0946988, 0.0602794, 0.0519898, 0.2376231, 0.0077707];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0602794
t8703s5_swap_comp;SCMP;WeakPass;33;[0.0460468, 0.3724687, 0.1522353, 0.0850266, 0.0591056];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0850266
t8703s6_swap_comp;SCMP;WeakPass;34;[0.0108977, 0.0170339, 0.0097606, 0.0256942, 0.0097594];['NO_LOC', 'SAME', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0108977
t8703s7_swap_comp;SCMP;WeakPass;49;[0.0025049, 0.0039088, 0.0064067, 0.0036895, 0.0066954];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0039088
t8703s8_swap_comp;SCMP;WeakPass;56;[0.0076092, 0.0042657, 0.0043735, 0.0077733, 0.0083562];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0076092
t8703s9_swap_comp;SCMP;WeakPass;55;[0.0037661, 0.0038802, 0.0268285, 0.0068517, 0.0045649];['NO_LOC', 'NO_LOC', 'SAME', 'NO_LOC', 'NO_LOC'];0.0045649
t872s10_swap_comp;SCMP;WeakPass;59;[0.0126263, 0.0120411, 0.0007031, 0.0083758, 0.0006169];['SAME', 'SAME', 'NO_LOC', 'SAME', 'NO_LOC'];0.0083758
t872s11_swap_comp;SCMP;WeakPass;67;[0.0548425, 0.0542985, 0.0661135, 0.0944236, 0.0595667];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0595667
t872s12_swap_comp;SCMP;WeakPass;76;[0.0273594, 0.0022755, 0.0049856, 0.0020106, 0.0190889];['SAME', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'SAME'];0.0049856
t872s13_swap_comp;SCMP;TIMEOUT;None;[];[];None
t872s14_swap_comp;SCMP;WeakPass;31;[0.0019381, 0.0018154, 0.0121951, 0.0092698, 0.0012];['NO_LOC', 'NO_LOC', 'SAME', 'SAME', 'NO_LOC'];0.0019381
t872s15_swap_comp;SCMP;WeakPass;68;[0.5900684, 0.0720737, 0.6841108, 0.1521593, 0.2610055];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.2610055
t872s16_swap_comp;SCMP;WeakPass;69;[0.0725579, 0.0432722, 0.1301144, 0.0118002, 0.0235319];['WT_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0432722
t872s17_swap_comp;SCMP;WeakPass;44;[0.0170644, 0.0630706, 0.0626865, 0.0670901, 0.0187235];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0626865
t872s18_swap_comp;SCMP;WeakPass;53;[0.0100846, 0.0120511, 0.0148319, 0.0031393, 0.0463276];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0120511
t872s19_swap_comp;SCMP;WeakPass;50;[0.0111683, 0.0495292, 0.0123894, 0.030202, 0.0527618];['NO_LOC', 'WT_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.030202
t872s1_swap_comp;SCMP;WeakPass;62;[0.0125444, 0.012928, 0.0146418, 0.0127194, 0.0120901];['SAME', 'SAME', 'SAME', 'SAME', 'SAME'];0.0127194
t872s20_swap_comp;SCMP;WeakPass;52;[0.0043024, 0.0187841, 0.0133116, 0.0307312, 0.0033062];['NO_LOC', 'NO_LOC', 'NO_LOC', 'SAME', 'NO_LOC'];0.0133116
t872s21_swap_comp;SCMP;WeakPass;60;[0.0568188, 0.1962162, 0.0320994, 0.0520666, 0.0282133];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0520666
t872s22_swap_comp;SCMP;WeakPass;35;[0.0126591, 0.0159232, 0.0026175, 0.0045535, 0.0022585];['SAME', 'SAME', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0045535
t872s23_swap_comp;SCMP;WeakPass;78;[0.0011246, 0.0085222, 0.0400479, 0.019647, 0.0048229];['NO_LOC', 'NO_LOC', 'WT_LOC', 'NO_LOC', 'NO_LOC'];0.0085222
t872s24_swap_comp;SCMP;WeakPass;36;[0.0019361, 0.0147662, 0.0101365, 0.0036017, 0.0153151];['NO_LOC', 'SAME', 'SAME', 'NO_LOC', 'SAME'];0.0101365
t872s25_swap_comp;SCMP;WeakPass;65;[0.0110199, 0.0130584, 0.0014994, 0.0135089, 0.0121973];['SAME', 'WT_LOC', 'NO_LOC', 'SAME', 'SAME'];0.0121973
t872s26_swap_comp;SCMP;WeakPass;38;[0.017739, 0.014939, 0.0162558, 0.0054587, 0.0021554];['SAME', 'SAME', 'WT_LOC', 'NO_LOC', 'NO_LOC'];0.014939
t872s27_swap_comp;SCMP;WeakPass;43;[0.0154975, 0.0036325, 0.0021898, 0.0032289, 0.0074748];['SAME', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0036325
t872s28_swap_comp;SCMP;WeakPass;31;[0.0013267, 0.0175772, 0.0110117, 0.0088533, 0.0124418];['NO_LOC', 'SAME', 'SAME', 'SAME', 'SAME'];0.0110117
t872s29_swap_comp;SCMP;WeakPass;81;[0.0019692, 0.0026691, 0.0019506, 0.0169177, 0.0158066];['NO_LOC', 'NO_LOC', 'NO_LOC', 'SAME', 'SAME'];0.0026691
t872s2_swap_comp;SCMP;WeakPass;29;[0.0078371, 0.008757, 0.0012353, 0.008991, 0.0028674];['SAME', 'SAME', 'NO_LOC', 'WT_LOC', 'NO_LOC'];0.0078371
t872s30_swap_comp;SCMP;WeakPass;33;[0.0143073, 0.0065729, 0.0021852, 0.0102983, 0.0195616];['SAME', 'NO_LOC', 'NO_LOC', 'SAME', 'SAME'];0.0102983
t872s3_swap_comp;SCMP;WeakPass;74;[0.0139296, 0.0180873, 0.003308, 0.0141724, 0.0167055];['SAME', 'SAME', 'NO_LOC', 'SAME', 'SAME'];0.0141724
t872s4_swap_comp;SCMP;WeakFail;68;[0.0281578, 0.0298046, 0.0081845, 0.029457, 0.0031462];['SAME', 'SAME', 'NO_LOC', 'SAME', 'NO_LOC'];0.0281578
t872s5_swap_comp;SCMP;WeakPass;30;[0.010319, 0.014529, 0.0136625, 0.0111638, 0.0027611];['SAME', 'SAME', 'SAME', 'SAME', 'NO_LOC'];0.0111638
t872s6_swap_comp;SCMP;WeakPass;49;[0.9353856, 0.2035162, 0.8459214, 0.4560258, 0.1427405];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.4560258
t872s7_swap_comp;SCMP;WeakPass;58;[2.5337104, 1.0983989, 0.9898661, 0.5903938, 0.477021];['NO_LOC', 'NO_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.9898661
t872s8_swap_comp;SCMP;WeakPass;69;[0.013155, 0.0135758, 0.001967, 0.0142231, 0.0131876];['SAME', 'SAME', 'NO_LOC', 'SAME', 'SAME'];0.0131876
t872s9_swap_comp;SCMP;WeakPass;32;[0.0129179, 0.0040296, 0.0123428, 0.0061909, 0.0049661];['SAME', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0061909
t8771s10_swap_comp;SCMP;WeakFail;59;[0.0072265, 0.0063311, 0.006282, 0.0062143, 0.0062486];['WT_LOC', 'SAME', 'WT_LOC', 'WT_LOC', 'SAME'];0.006282
t8771s11_swap_comp;SCMP;WeakPass;44;[0.0200977, 0.0029959, 0.0029831, 0.0042283, 0.0148446];['WT_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'SAME'];0.0042283
t8771s12_swap_comp;SCMP;WeakPass;40;[0.0025314, 0.0135079, 0.00427, 0.0131617, 0.0023835];['NO_LOC', 'WT_LOC', 'NO_LOC', 'SAME', 'NO_LOC'];0.00427
t8771s13_swap_comp;SCMP;WeakPass;44;[0.0147608, 0.0290696, 0.0048483, 0.0051633, 0.007466];['SAME', 'SAME', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.007466
t8771s14_swap_comp;SCMP;TIMEOUT;None;[];[];None
t8771s15_swap_comp;SCMP;WeakPass;39;[0.0020738, 0.0056911, 0.0144006, 0.0189129, 0.0034026];['NO_LOC', 'NO_LOC', 'SAME', 'SAME', 'NO_LOC'];0.0056911
t8771s16_swap_comp;SCMP;WeakPass;35;[0.012753, 0.0112341, 0.0118509, 0.0019771, 0.0123828];['SAME', 'SAME', 'SAME', 'NO_LOC', 'WT_LOC'];0.0118509
t8771s17_swap_comp;SCMP;WeakPass;87;[0.011405, 0.0018197, 0.0012207, 0.023526, 0.0037133];['NO_LOC', 'NO_LOC', 'NO_LOC', 'SAME', 'NO_LOC'];0.0037133
t8771s18_swap_comp;SCMP;WeakPass;69;[0.0058655, 0.0154598, 0.0395867, 0.0164091, 0.0046504];['NO_LOC', 'NO_LOC', 'SAME', 'NO_LOC', 'NO_LOC'];0.0154598
t8771s19_swap_comp;SCMP;WeakPass;41;[0.0014981, 0.0028429, 0.02568, 0.0213479, 0.0162006];['NO_LOC', 'NO_LOC', 'WT_LOC', 'SAME', 'SAME'];0.0162006
t8771s1_swap_comp;SCMP;WeakPass;35;[0.0204088, 0.0122707, 0.0146872, 0.0061659, 0.0047151];['SAME', 'SAME', 'SAME', 'NO_LOC', 'NO_LOC'];0.0122707
t8771s20_swap_comp;SCMP;WeakPass;62;[0.0298254, 0.0198349, 0.0268132, 0.0202157, 0.0060333];['SAME', 'WT_LOC', 'SAME', 'SAME', 'NO_LOC'];0.0202157
t8771s21_swap_comp;SCMP;WeakPass;53;[0.0078797, 0.0265632, 0.0169194, 0.0149935, 0.0177698];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0169194
t8771s22_swap_comp;SCMP;WeakPass;42;[0.0110851, 0.0092161, 0.0170609, 0.0171326, 0.0021644];['SAME', 'NO_LOC', 'SAME', 'SAME', 'NO_LOC'];0.0110851
t8771s23_swap_comp;SCMP;WeakPass;54;[0.0161914, 0.029374, 0.0054207, 0.0048294, 0.0043392];['SAME', 'WT_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0054207
t8771s24_swap_comp;SCMP;WeakPass;38;[0.0170209, 0.0063632, 0.0028136, 0.0023564, 0.0021035];['SAME', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0028136
t8771s25_swap_comp;SCMP;WeakPass;45;[0.0020382, 0.0044678, 0.0082412, 0.0099716, 0.0038021];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0044678
t8771s26_swap_comp;SCMP;WeakPass;49;[0.0206024, 0.008772, 0.0274417, 0.0024133, 0.0198876];['SAME', 'NO_LOC', 'SAME', 'NO_LOC', 'WT_LOC'];0.0198876
t8771s27_swap_comp;SCMP;WeakPass;40;[0.0165384, 0.0053819, 0.0196264, 0.0033522, 0.0015007];['SAME', 'NO_LOC', 'SAME', 'NO_LOC', 'NO_LOC'];0.0053819
t8771s28_swap_comp;SCMP;WeakPass;38;[0.016144, 0.0067347, 0.0121102, 0.0064561, 0.0289883];['WT_LOC', 'NO_LOC', 'SAME', 'NO_LOC', 'NO_LOC'];0.0121102
t8771s29_swap_comp;SCMP;WeakPass;41;[0.0021411, 0.004816, 0.0148196, 0.0027893, 0.0058202];['NO_LOC', 'NO_LOC', 'SAME', 'NO_LOC', 'NO_LOC'];0.004816
t8771s2_swap_comp;SCMP;WeakPass;44;[0.0172108, 0.0289726, 0.0024514, 0.0230466, 0.0507803];['NO_LOC', 'NO_LOC', 'NO_LOC', 'SAME', 'NO_LOC'];0.0230466
t8771s30_swap_comp;SCMP;WeakPass;41;[0.0029407, 0.0029649, 0.0021864, 0.0154772, 0.0174132];['NO_LOC', 'NO_LOC', 'NO_LOC', 'SAME', 'SAME'];0.0029649
t8771s3_swap_comp;SCMP;WeakPass;46;[0.0308846, 0.0272264, 0.0051446, 0.0056873, 0.0023766];['WT_LOC', 'WT_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0056873
t8771s4_swap_comp;SCMP;WeakPass;51;[0.0230807, 0.0200366, 0.0044035, 0.0196905, 0.0184965];['SAME', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0196905
t8771s5_swap_comp;SCMP;WeakPass;36;[0.0156284, 0.0154833, 0.0042535, 0.0120304, 0.0024958];['SAME', 'SAME', 'NO_LOC', 'SAME', 'NO_LOC'];0.0120304
t8771s6_swap_comp;SCMP;WeakPass;35;[0.0029548, 0.004913, 0.0101276, 0.0040728, 0.0024897];['NO_LOC', 'NO_LOC', 'SAME', 'NO_LOC', 'NO_LOC'];0.0040728
t8771s7_swap_comp;SCMP;WeakPass;41;[0.0035423, 0.0126301, 0.0184201, 0.0238528, 0.0027148];['NO_LOC', 'NO_LOC', 'SAME', 'WT_LOC', 'NO_LOC'];0.0126301
t8771s8_swap_comp;SCMP;WeakPass;50;[0.0039392, 0.0052672, 0.0184502, 0.0034492, 0.0280038];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'SAME'];0.0052672
t8771s9_swap_comp;SCMP;WeakPass;80;[0.0161337, 0.0017166, 0.0017361, 0.0011058, 0.003653];['SAME', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0017361
t8874s10_swap_comp;SCMP;WeakPass;51;[0.0728533, 0.0480213, 0.0268601, 0.0265589, 0.0282121];['NO_LOC', 'WT_LOC', 'NO_LOC', 'NO_LOC', 'WT_LOC'];0.0282121
t8874s11_swap_comp;SCMP;WeakPass;61;[0.0970513, 0.0226533, 0.0045881, 0.0726534, 0.028052];['WT_LOC', 'NO_LOC', 'NO_LOC', 'WT_LOC', 'WT_LOC'];0.028052
t8874s12_swap_comp;SCMP;WeakPass;64;[0.0659293, 0.046342, 0.0502308, 0.0119145, 0.0349085];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.046342
t8874s13_swap_comp;SCMP;WeakPass;33;[0.0259629, 0.0125829, 0.0117076, 0.0015163, 0.0386483];['SAME', 'NO_LOC', 'WT_LOC', 'NO_LOC', 'SAME'];0.0125829
t8874s14_swap_comp;SCMP;WeakPass;54;[0.0209105, 0.0409686, 0.0172421, 0.2995852, 0.2135293];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0409686
t8874s15_swap_comp;SCMP;WeakPass;43;[0.017287, 0.067599, 0.0054019, 0.0044866, 0.0172032];['WT_LOC', 'SAME', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0172032
t8874s16_swap_comp;SCMP;WeakPass;73;[0.0160435, 0.0007602, 0.0015086, 0.0145232, 0.0007581];['SAME', 'NO_LOC', 'NO_LOC', 'SAME', 'NO_LOC'];0.0015086
t8874s17_swap_comp;SCMP;TIMEOUT;None;[];[];None
t8874s18_swap_comp;SCMP;WeakPass;94;[0.0018843, 0.0033421, 0.0134149, 0.0082843, 0.0064694];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0064694
t8874s19_swap_comp;SCMP;WeakPass;52;[0.184051, 0.0564037, 0.0237013, 0.0246045, 0.1169832];['NO_LOC', 'NO_LOC', 'NO_LOC', 'WT_LOC', 'NO_LOC'];0.0564037
t8874s1_swap_comp;SCMP;WeakPass;72;[0.0078042, 0.0183702, 0.0275567, 0.0062944, 0.0222625];['NO_LOC', 'WT_LOC', 'WT_LOC', 'NO_LOC', 'SAME'];0.0183702
t8874s20_swap_comp;SCMP;WeakPass;58;[0.1329211, 0.1100745, 0.0671575, 0.1237332, 0.1599121];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.1237332
t8874s21_swap_comp;SCMP;WeakPass;52;[0.0190432, 0.0064514, 0.0314613, 0.0063117, 0.0061781];['SAME', 'NO_LOC', 'SAME', 'NO_LOC', 'NO_LOC'];0.0064514
t8874s22_swap_comp;SCMP;WeakPass;58;[0.0527327, 0.0070753, 0.0077834, 0.0074115, 0.0254799];['SAME', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'WT_LOC'];0.0077834
t8874s23_swap_comp;SCMP;WeakPass;30;[0.0101515, 0.0236789, 0.0079933, 0.0125013, 0.0508404];['NO_LOC', 'NO_LOC', 'SAME', 'NO_LOC', 'NO_LOC'];0.0125013
t8874s24_swap_comp;SCMP;WeakPass;67;[0.0444456, 0.0020445, 0.0037786, 0.0094853, 0.0064766];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0064766
t8874s25_swap_comp;SCMP;WeakPass;76;[0.0007939, 0.0006696, 0.0009443, 0.0153637, 0.0020598];['NO_LOC', 'NO_LOC', 'NO_LOC', 'SAME', 'NO_LOC'];0.0009443
t8874s26_swap_comp;SCMP;WeakPass;75;[0.002393, 0.0103583, 0.0047031, 0.0021238, 0.0169835];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0047031
t8874s27_swap_comp;SCMP;TIMEOUT;None;[];[];None
t8874s28_swap_comp;SCMP;WeakPass;73;[0.0171708, 0.0156458, 0.0014271, 0.0007685, 0.0009256];['SAME', 'SAME', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0014271
t8874s29_swap_comp;SCMP;WeakPass;32;[0.0027222, 0.0121015, 0.0105757, 0.0016318, 0.0038278];['NO_LOC', 'SAME', 'WT_LOC', 'NO_LOC', 'NO_LOC'];0.0038278
t8874s2_swap_comp;SCMP;WeakPass;75;[0.0123705, 0.0087102, 0.0058209, 0.0233798, 0.0053547];['NO_LOC', 'NO_LOC', 'NO_LOC', 'WT_LOC', 'NO_LOC'];0.0087102
t8874s30_swap_comp;SCMP;WeakPass;39;[0.0057032, 0.0265405, 0.002671, 0.0139592, 0.0165164];['NO_LOC', 'SAME', 'NO_LOC', 'SAME', 'SAME'];0.0139592
t8874s3_swap_comp;SCMP;WeakPass;34;[0.0117386, 0.0238459, 0.0246978, 0.0188983, 0.065468];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0238459
t8874s4_swap_comp;SCMP;WeakPass;53;[0.0172755, 0.0286951, 0.0181063, 0.1233334, 0.0051789];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0181063
t8874s5_swap_comp;SCMP;WeakPass;58;[0.4663039, 0.2752739, 0.1111463, 0.0896281, 0.1317989];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.1317989
t8874s6_swap_comp;SCMP;WeakPass;39;[0.005274, 0.0120358, 0.0036927, 0.001976, 0.0072962];['NO_LOC', 'WT_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.005274
t8874s7_swap_comp;SCMP;WeakPass;55;[0.0422291, 0.0316632, 0.0252553, 0.0424808, 0.0472424];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0422291
t8874s8_swap_comp;SCMP;WeakPass;92;[0.0010108, 0.0036981, 0.0012345, 0.0057317, 0.0043966];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0036981
t8874s9_swap_comp;SCMP;WeakPass;57;[0.0102822, 0.0282475, 0.0243487, 0.0114267, 0.0447718];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0243487
t8981s10_swap_comp;SCMP;WeakPass;51;[0.0373311, 0.0784776, 0.0029562, 0.04243, 0.0079403];['NO_LOC', 'WT_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0373311
t8981s11_swap_comp;SCMP;TIMEOUT;None;[];[];None
t8981s12_swap_comp;SCMP;WeakPass;41;[0.0053509, 0.0020471, 0.0033895, 0.0037399, 0.01405];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'SAME'];0.0037399
t8981s13_swap_comp;SCMP;TIMEOUT;None;[];[];None
t8981s14_swap_comp;SCMP;WeakPass;52;[0.0306887, 0.0642753, 0.1271038, 0.4799921, 0.0409204];['NO_LOC', 'WT_LOC', 'NO_LOC', 'WT_LOC', 'NO_LOC'];0.0642753
t8981s15_swap_comp;SCMP;WeakPass;63;[1.8228592, 3.8205425, 6.3337455, 1.9158332, 0.5768571];['NO_LOC', 'WT_LOC', 'WT_LOC', 'NO_LOC', 'SAME'];1.9158332
t8981s16_swap_comp;SCMP;TIMEOUT;None;[];[];None
t8981s17_swap_comp;SCMP;WeakPass;29;[0.0018118, 0.0020044, 0.0120081, 0.0071967, 0.0081302];['NO_LOC', 'NO_LOC', 'SAME', 'NO_LOC', 'SAME'];0.0071967
t8981s18_swap_comp;SCMP;WeakPass;54;[0.03083, 0.0204982, 0.0188366, 0.0195196, 0.0189752];['WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC', 'WT_LOC'];0.0195196
t8981s19_swap_comp;SCMP;WeakPass;39;[0.0026791, 0.0200054, 0.0046683, 0.0027057, 0.0038988];['NO_LOC', 'SAME', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0038988
t8981s1_swap_comp;SCMP;WeakPass;47;[0.0022414, 0.1281575, 0.0525143, 0.1014864, 0.010784];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0525143
t8981s20_swap_comp;SCMP;WeakPass;59;[0.2545376, 0.7085009, 0.1722499, 0.208963, 0.1856747];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.208963
t8981s21_swap_comp;SCMP;WeakPass;78;[0.0152436, 0.0168789, 0.0011554, 0.0007069, 0.0007516];['SAME', 'SAME', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0011554
t8981s22_swap_comp;SCMP;WeakPass;53;[0.5916876, 3.6559413, 0.0517159, 0.8845343, 0.7256896];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.7256896
t8981s23_swap_comp;SCMP;WeakPass;54;[0.0310687, 0.0431348, 0.0067597, 0.018084, 0.0539833];['NO_LOC', 'WT_LOC', 'NO_LOC', 'NO_LOC', 'WT_LOC'];0.0310687
t8981s24_swap_comp;SCMP;TIMEOUT;None;[];[];None
t8981s25_swap_comp;SCMP;TIMEOUT;None;[];[];None
t8981s26_swap_comp;SCMP;WeakPass;44;[0.0372396, 0.0920497, 0.0038796, 0.0041453, 0.0575946];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0372396
t8981s27_swap_comp;SCMP;WeakPass;61;[0.0234164, 0.0183527, 0.1255643, 0.1592283, 0.1327505];['WT_LOC', 'NO_LOC', 'NO_LOC', 'WT_LOC', 'NO_LOC'];0.1255643
t8981s28_swap_comp;SCMP;TIMEOUT;None;[];[];None
t8981s29_swap_comp;SCMP;WeakPass;35;[0.0020711, 0.0198811, 0.0068457, 0.0015065, 0.0120725];['NO_LOC', 'SAME', 'NO_LOC', 'NO_LOC', 'SAME'];0.0068457
t8981s2_swap_comp;SCMP;WeakPass;62;[0.0486715, 0.050048, 0.1624766, 0.1397616, 1.1505544];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.1397616
t8981s30_swap_comp;SCMP;WeakPass;52;[0.0213237, 0.0324977, 0.026328, 0.011741, 0.0038641];['SAME', 'NO_LOC', 'SAME', 'NO_LOC', 'NO_LOC'];0.0213237
t8981s3_swap_comp;SCMP;WeakPass;80;[0.0212264, 0.0314848, 0.0166021, 0.0054523, 0.0090755];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0166021
t8981s4_swap_comp;SCMP;WeakPass;67;[0.0276118, 0.0268607, 0.0181016, 0.0194098, 0.0277883];['WT_LOC', 'SAME', 'WT_LOC', 'WT_LOC', 'SAME'];0.0268607
t8981s5_swap_comp;SCMP;WeakPass;36;[0.0162712, 0.016272, 0.0113997, 0.0130297, 0.00145];['SAME', 'SAME', 'SAME', 'SAME', 'NO_LOC'];0.0130297
t8981s6_swap_comp;SCMP;WeakPass;55;[0.0277597, 0.0743531, 0.0208401, 0.0429044, 0.0137133];['SAME', 'WT_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0277597
t8981s7_swap_comp;SCMP;WeakPass;42;[0.0974041, 0.0548853, 0.0951796, 0.4045276, 0.0492608];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC'];0.0951796
t8981s8_swap_comp;SCMP;WeakPass;90;[0.1096179, 0.1347462, 0.3497321, 0.0053652, 0.0274853];['NO_LOC', 'NO_LOC', 'NO_LOC', 'NO_LOC', 'WT_LOC'];0.1096179
